medio,titulo,fecha,categoria_original,texto,url,categoria_predicha,palabras_criticas,sentimiento,es_alerta,nivel_alerta
TVN,contenido exclusivo: habitantes en el olvido,2026-05-13,contenido-exclusivo,"ciudad de panama , panamaen panama , cada vez ser mas comun ver persona vivir en acera , estructura abandonado , parque o bajo puente . aunque mucho vez él asociar este realidad unicamente con el droga o el delincuencia , detra de cada historia haber factor mas complejo : problema de salud mental , abandono familiar , desempleo y adicción . 
 uno recorrido por sector como calidonia y curundu dejar en evidencia uno problematica que seguir crecer . entre cartón , bolsa con poco pertenencia y refugio improvisado sobrevivir hombre y mujer marcado por el dolor , el soledad y el exclusion social . 
 durante este recorrido conocimos a colon , uno mujer que terminar vivir en el calle luego de atravesar uno profundo depresion . su historia este llena de caida , pero tambien de intento constante por recuperar su vida . 
 tambien encontrar caso como el de uno mujer que decidir permanecer junto a su pareja en condicion de calle . segun conto fuera de camara , el crecio en ese entorno , criado por uno madre que tambien ser habitante de calle . hoy ambos enfrentar junto uno realidad marcado por el precariedad y el incertidumbre . 
 en otro punto de el ciudad estar maicol , entre basura y material reciclabl . con el voz entrecortado , relatar que , tras salir de prision , no encontrar empleo ni apoyo , y que el calle ser el unico lugar que él abrio espacio . 
 aunque panamar no contar con uno censo oficial de habitante de calle , cifra de el alcaldia de panama indicar que desde 2024 a el fecha él haber identificar alrededor de 1.059 persona vivir en este condicion en el capital . 
 entre el zona con mayor presencia de habitante de calle destacar : 
 en pedregal , por ejemplo , ser posible observar pequena estructura improvisado levantado en lote baldio , convertido en refugio para quien no tener otro lugar donde vivir . 
 especialista advertir que mucho habitante de calle enfrentar trastorno mental , cuadro severo de depresion y problema de adiccion que , sin tratamiento ni acompanamiento , terminar empujandolo a uno vida de exclusion . 
 el situacion tambien preocupar a residente y comerciante de el zona afectado , quien asegurar convivir diariamente con el consecuencia social y de seguridad derivado de este problematica . 
 sin embargo , experto coincidir en que el problema no él resolver unicamente con operativo o desalojo . mucho de quien vivir en el calle necesitar atencion medico , apoyo psicologico y oportunidad real de reinsercion social . 
 el policia nacional asegurar haber reforzar operativo contra el microtrafico en area identificado como punto critico , con el objetivo de evitar que mas persona caer en el consumo de droga . 
 mientras tanto , el alcaldia de panama trabajar en el creacion del primero centro de tratamiento para habitante de calle , uno proyecto que buscar ofrecer atencion medica , terapia , capacitacion y apoyo para el reinsercion social , con respaldo de el presidencia , el ministerio de salud y el mid . 
 el albergue municipal , ubicado en el garza , tendra capacidad para atender a uno 250 persona . aunque el proyecto debio entregar él en diciembre de 2025 , actualmente continuo en fase de equipamiento y podrio iniciar operación proximamente con uno capacidad reducido . 
 a pesar de este , fundación , iglesia y centro de apoyo continuan trabajar para rescatar a quien aun desear salir de este situacion . 
 no todo el historia terminar en el calle . alguno haber lograr rehabilitar él , conseguir empleo y reconstruir su vida paso a paso . 
 durante este trabajo conocimos a edwin y francisco , dos hombre que hoy representar ejemplo de recuperacion . ambos asegurar que salir de el droga y de el calle haber ser uno proceso dificil , pero posible gracias al apoyo recibido y a su decision de cambiar . 
 edwin vego , otro de el que lograr salir del consumo de droga , conto que cayo en el consumo desde mucho joven y que actualmente luchar cada dia para no recaer ; ahora pedir el perdon de su hija . 
 su testimonio reflejar que , para mucho persona , recibir uno segundo oportunidad poder marcar el diferencia entre permanecer en el calle o volver a empezar . 
 el aumento de habitante de calle en panama plantear uno importante reto social para el pais . mas alla de el cifra y el operativo , especialista insistir en el necesidad de entender que detra de cada persona en situacion de calle existir uno historia humano que mucho vez requerir mas apoyo que senalamientos .",https://www.tvn-2.com/contenido-exclusivo/contenido-exclusivo-habitantes-olvido-abandono-personas-sin-hogar_1_2240812.html,politica,0,negativo,False,sin alerta
Telemetro,gobierno y caja de ahorros facilitaran acceso a prestamos y productos bancarios a servidores publicos,2026-05-12,economia,"el ministerio de el presidencia , el direccion general de carrera administrativo ( digeca ) y el caja de ahorro firmar uno convenio marco de cooperacion para impulsar programa de educacion financiero y facilitar el acceso a producto bancario dirigido a servidor publico en todo el pais . 
 el iniciativa contemplar beneficio para funcionario de carrera administrativo , permanente y eventual con al menos dos ano de permanencia acumulado en el sector publico . 
 contenido relacionado : bbva participar en uno programa de hasta 3000 millón de dolar para financiar infraestructura en panama 
 el ministro de el presidencia , juan carlos orillac , senalo que el alianza buscar dignificar el carrera administrativo y brindar acompanamiento permanente a el servidor publico . 
 el bienestar de nuestro servidor publico seguirar ser uno prioridad irrenunciable , expreso el funcionario durante el firma del acuerdo . 
 el directora general de el digeca , cheyla valdes , destaco que el convenio permitirar que mas de 240 mil servidor publico tener acceso a herramienta financiero enfocado en : 
 el funcionaria indico que el estabilidad economico impacto directamente en el bienestar familiar y profesional de el trabajador del estado . 
 por su parte , el gerente general de caja de ahorro , andr farrugia , explico que el convenio impulsar el inclusion financiero y el acompanamiento economico de el funcionario . 
 el acuerdo contemplar acceso a : 
 adema , él desarrollar jornada de capacitacion y orientacion financiero para promover uno administracion responsable de el recurso economico . 
 el institución tambien elaborarar material informativo y ejecutarar programa de educacion financiero enfocado en mejorar el toma de decisión economica de el servidor publico . 
 el convenio establecer uno cooperacion interinstitucional no oneroso para fortalecer el bienestar integral y el estabilidad economico del recurso humano estatal .",https://www.telemetro.com/economia/gobierno-y-caja-ahorros-facilitaran-acceso-prestamos-y-productos-bancarios-servidores-publicos-n6078941,politica,0,positivo,False,sin alerta
Telemetro,hantavirus andes y choclo: diferencias entre la variante del crucero,2026-05-08,salud,"el reciente brote de   hantavirus   relacionado con el crucero mv hondius haber despertar preocupacion internacional debido a que el variante involucrado serio el denominado and , uno de el poco cepa capaz de transmitir él entre persona . 
 este situacion haber generar confusion , ya que tradicionalmente el hantavirus él asociar al contacto con roedor infectado y no a contagio entre humano . 
 tú poder interesar : minsa aclar que variante de hantavirus detectada en crucero en cabo verde no circular en panama 
 en panama , el ministerio de salud ( minsa ) haber senalar que el variante que circular principalmente ser el denominado choclo , el cual no haber demostrar transmision de persona a persona . 
 en cambio , el variante andes , detectada principalmente en país de sudamerico , si haber registrar caso limitado de contagio humano bajo condición de contacto mucho estrecho . 
 el hantavirus generalmente él contagiar por : 
 inhalar particula proveniente de orina , saliva o hez de roedor infectado 
 limpiar espacio cerrado contaminado 
 contacto con area infestada de ratón 
 en el caso de el variante andes , el estudio indicar que el contagio entre persona podrio ocurrir mediante : 
 contacto cercano prolongado 
 saliva y fluido respiratorio 
 cuidado a paciente infectado 
 espacio cerrado y convivencia continuo 
 especialista haber explicar que , aunque el variante andes poder transmitir él entre humano , su capacidad de propagacion ser mucho mas limitado que el del covid-19 . 
 el contagio no ocurrir de forma masivo o casual , sino principalmente en contacto mucho cercano y prolongado , por él que no él considerar uno virus con potencial pandemico similar al coronavirus . 
 el caso del crucero 
 el alarmo aumento debido a que el brote ocurrio en uno crucero , donde ciento de persona conviviar en espacio cerrado durante varios dia , compartir habitación , area común y comida , él que facilito el rastreo de posible cadena de transmision . 
 el autoridad sanitario panamena mantener vigilancia sobre el situacion internacional , aunque reiterar que el riesgo actual para panama continuo ser bajo debido a el caracteristica de el variante choclo que circular en el pais . 
 pronunciamiento del minsa : minsa considerar de bajo riesgo para panamar el virus andes de hantavirus detectado en crucero internacional",https://www.telemetro.com/salud/actualidad/hantavirus-andes-y-choclo-diferencias-la-variante-del-crucero-n6078588,nacionales,0,neutral,False,sin alerta
TVN,"contenido exclusivo: veracruz, potencial en espera",2026-05-06,contenido-exclusivo,"veracruz , panamar oestedesdir el ciudad de panama , cruzar el puente de el america , en uno 15 minuto él llegar a veracruz , en el distrito de panama oeste . ser aproximadamente dos kilometro de playa que recibir a el visitante como el primero imagen de este zona del litoral pacifico . 
 él tratar de uno punto con alto potencial turistico , considerado por mucho como uno puerta de entrada al desarrollo costero . sin embargo , detra de ese fachada , el residente describir uno realidad marcado por carencia en infraestructura y servicio basico . 
 veracruz vivir frente al mar pero aun de espalda al desarrollo , ser uno frase que resumir el sentir de el comunidad . 
 uno de el principal reclamo ser el estado de el calle y el falta de servicio urbano . uno residente él resumir asi : veracruz no este preparado con infraestructura , no haber acera , no haber luminaria , el calle estar destruido . 
 a él él sumar uno problematico persistente : el acceso al agua potable . segun el morador , haber sector que haber pasar mes sin suministro regular . 
 mas de cinco mes sin agua en el parte alto ... tener que estar pagandol agua a carro , denuncio otro residente . 
 actualmente , el comunidad seguir a el espera de solución estructural , entre él el puesta en marcha de el planta potabilizadoro de howard , proyecto que él prevar beneficie a cerca de 300 mil persona en panama oeste , incluir a el residente de veracruz . 
 pero el agua no ser el unico desafio . con uno poblacion estimado en casi 25 mil habitante , el corregimiento contar con uno solo via principal de acceso y salida , él que generar cuello de botella en el movilidad diario . 
 el urbanista alvaro uribir explico que este situacion responder a decisión historica de planificacion urbano : veracruz haber quedar como uno enclave alla metido en uno situacion alejado de todo , porque estar al otro lado del limite de el antiguo zona , entonces nunca tener conexión por panama oeste , todo el conexión ser por howard . 
 uribir tambien recordo proyecto inconcluso de integracion vial : veracruz estar en uno epoca , por el cercania , vinculado a el plan de incorporacion del territorio de el antiguo zona ; el mas importante ser el plan panama , que hacer el ivu instituto de vivienda y urbanismo en 1968 y donde plantear uno via costanera que nunca él construyo . 
 ese dependencia de uno solo ruta quedo en evidencia recientemente , cuando uno incidente bajo el puente de el america afecto el movilidad hacia el capital . el pasado 6 de abril , el explosion de tres vehiculo de combustible complico el transito , convertir el trayecto habitual de minuto en hora para el residente que intentar regresar a su hogar . 
 como alternativa , desde hacer casi uno decado él plantear el construccion de el via costanera que conectariar veracruz con vacamonte . sin embargo , el proyecto continuo inconcluso , a poco metro de su conexion final . 
 el residente expresar preocupacion de que uno mayor conectividad poder incrementar el trafico en calle que ya considerar insuficiente para el movilidad actual , donde incluso caminar representar uno reto . 
 a este problema él sumar el percepcion de inseguridad . el morador asegurar que el violencia haber ir en aumento en el zona . 
 el calle haber que ampliarla definitivamente , decir uno residente , mientras que otro moradora senalo : veracruz este vivir uno violencia , donde todo el dia ser bala . 
 en el zona de playa , uno de el principal atractivo del area , el comerciante reportar fluctuación en el actividad economico . aunque el fin de semana el lugar recibir visitante , durante el semana el afluencia caer significativamente . 
 xavier rodriguez , administrador de uno restaurante , explico que en el semana este vacio y el margen haber caer totalmente . 
 este equipo intento obtener el version de el autoridad local , sin recibir respuesta . 
 veracruz concentra playa , ubicacion estrategico y potencial turistico , pero su habitante insistir en que el desarrollo aun no llegar . mientras tanto , el comunidad seguir esperar que el promesa él concretir y que el progreso , como el mar , tambien alcanzar el orilla . 
 poder leer :",https://www.tvn-2.com/contenido-exclusivo/contenido-exclusivo-veracruz-potencial-espera-playas-desarrollo_1_2239772.html,politica,2,negativo,True,media
Telemetro,recomendaciones de ciberseguridad tras ataque a cuentas de la contraloria general,2026-05-04,tecnologia,"el reciente ataque a el   ciberseguridad   que afecto el cuenta oficial de instagram de el contraloria general de el republica de panama haber encender el alerta sobre el vulnerabilidad digital tanto en institución como en usuario común . 
 segun report , el cuenta ser vulnerar por tercero , quien eliminar todo su publicación y difundir contenido no autorizado , obligar a activar protocolo de seguridad para recuperar el control . 
 poder leer : contar de instagram de el contraloria sufrio uno nuevo ataque cibernetico 
 este tipo de incidente no solo impactar a entidad gubernamental , sino que tambien reflejar el riesgo a el que estar expuesto el ciudadano en el entorno digital . 
 ante el reciente ataque cibernetico a cuenta estatal , alejo campo , director regional de crime stoppers , recomendo no abrir vinculo ni descargar aplicación imagén o video de persona desconocido , ya que poder convertir él en puerta de entrada a uno vulneracion . pic.twitter.comqkq9ewbulx 
 ante este escenario , experto recomendar aplicar medida basica pero efectivo :",https://www.telemetro.com/tecnologia/actualidad/recomendaciones-ciberseguridad-ataque-cuentas-la-contraloria-general-n6078121,seguridad,0,negativo,False,sin alerta
Telemetro,mef disolvera 26 mil personas juridicas en panama antes del 31 de marzo,2026-03-30,economia,"el ministerio de economia y finanza ( mef ) , en conjunto con el registro publico y el superintendencia de sujeto no financiero ( ssnf ) , continuo con el depuracion , supervision y trazabilidad de el persona juridica en panama , fortalecer el transparencia corporativo y cumplir con estandar internacional de integridad financiero . 
 contenido relacionado : calendario de pago abril 2026 panamar : fecha de salario del mef 
 él implementar mejora en el plataforma tecnologica que permitir el intercambio automatico de informacion entre el registro publico , el superintendencia de sujeto no financiero ( ssnf ) y el direccion general de ingreso ( dgi ) . 
 entre el optimización destacar : 
 este herramienta facilitar el deteccion de inconsistencia , duplicidad y estructura inactivo , promover uno ecosistema corporativo mas seguro y transparente . 
 el proceso seguir uno plan ordenado y gradual , garantizar que el acción ser transparente y sostenible . 
 el registro publico habilito en su portal institucional uno espacio descargable en excel con : 
 acceder al portal del registro publico para mas informacion . 
 este acción consolidar el capacidad institucional de panama , fortalecer el coherencia regulatorio y previenen el uso indebido de estructura juridica . adema , posicionar al pai de forma solido ante evaluación tecnica internacional y avanzar hacia el salida de lista fiscal , reafirmar el compromiso con el integridad , el transparencia y el cooperacion global .",https://www.telemetro.com/economia/mef-disolvera-26-mil-personas-juridicas-panama-antes-del-31-marzo-n6074615,politica,0,positivo,False,sin alerta
Telemetro,feria de salud del minsa ofrecera servicios gratuitos este 23 de noviembre en megamall,2025-11-21,salud,"el ministerio de salud de panama ( minsa ) llevar a cabo el feria de salud , promocion y prevencion "" con salud y bienestar "" , uno jornada gratuito enfocado en acercar servicio medico esencial a el comunidad . 
 tambien tú poder interesar : infección intrahospitalaria poner en alerta a hospital por aumento de caso 
 el actividad él llevar a cabo este 23 de noviembre en el centro comercial megamall , en horario de 10:00 a.m . a 4:00 p.m . 
 el institucion recomendar asistir temprano , ya que alguno servicio contar con cupo limitado . el actividad formar parte del programa nacional panamar con salud y bienestar , que promover acción comunitario para fortalecer el salud publicar y el bienestar integral . 
 durante el jornada , el asistente podrar acceder a distinto servicio medico sin costo , entre él prueba rapida de vih , vacunacion , presentar el tarjeta de control , toma de presion arterial , electrocardiograma y examen de laboratorio como marcador tumoral y psa . tambien él ofrecera el examen de papanicolaou ( pap ) , orientacion nutricional y asesoria odontologico . 
 el feria incluira adema stand informativo y uno conversatorio con especialista en tema de salud , con el proposito de impulsar estilo de vida saludable y reforzar el acceso a informacion confiable . el minsa destaco que este iniciativa buscar acercar herramienta preventivo a persona que , por tiempo o recurso , no siempre lograr recibir evaluación basica .",https://www.telemetro.com/salud/actualidad/feria-salud-del-minsa-ofrecera-servicios-gratuitos-este-23-noviembre-megamall-n6061465,nacionales,0,positivo,False,sin alerta
Telemetro,infecciones intrahospitalarias ponen en alerta a hospitales por aumento de casos,2025-11-21,salud,"el infección intrahospitalaria , tambien llamado   infección   asociado a el atencion sanitario ( iaas ) , continuan ser uno de el problema mas frecuente en hospital y clinica , debido a su impacto en el recuperacion de el paciente y en el capacidad de respuesta del sistema sanitario . 
 tambien tú poder interesar : cuir tu salud : cuidado de el bebes prematuro 
 investigador él preparar para ingresar al laboratorio de virologia molecular de el universidad federal de rio de janeiro . 
 este infección soler adquirir él despu de 48 hora de ingreso o tras uno procedimiento medico . segun el organizacion mundial de el salud ( oms ) , entre el 7 y el 10 de el paciente hospitalizado en el mundo contraer uno infeccion vinculado a el atencion medica , especialmente en area critica como cuidado intensivo . 
 entre el agente mas común él encontrar bacteria como staphylococcu aureu , escherichia coli y pseudomona aeruginós , que poder provocar complicación respiratorio , urinaria , en herida quirurgica o incluso infección en el torrente sanguineo . 
 el especialista advertir que el riesgo aumentar en situación como el falta de higiene adecuado , el uso prolongado de cateter o sonda , el utilizacion de equipo mal esterilizado y el empleo inadecuado de antibiotico , factor que favorecer el resistencia bacterián . 
 asimismo , el alto rotacion de paciente y el hacinamiento en sala de urgencia incrementar el probabilidad de contagio tanto entre el personal medico como entre el propio paciente . 
 en panama , el hospital publico y privado haber reforzar su protocolo de bioseguridad . 
 el oms senala que hasta el 70 de el infección intrahospitalaria podrio prevenir él mediante el aplicacion estricto de medida de higiene . entre el mas importante destacar el lavado de mano , el desinfeccion frecuente de superficie , el esterilizacion adecuado del instrumental medico y el uso responsable de antibiotico . 
 en panama , el hospital publico y privado haber reforzar su protocolo de bioseguridad tras el pandemia , priorizar el vigilancia epidemiologico interno y el capacitacion continuo del personal para reducir el transmision de microorganismo resistente .",https://www.telemetro.com/salud/actualidad/infecciones-intrahospitalarias-ponen-alerta-hospitales-aumento-casos-n6061450,politica,0,negativo,False,sin alerta
Telemetro,alcaldia de san miguelito: ivan cheribin es el nuevo presidente de la junta directiva municipal,2025-07-02,politica,"este miercol 2 de julio él instalar el nuevo junta directivo de el alcaldia de san miguelito , el cual sera presidido por el representante del corregimiento de rufina alfaro , iir cheribin , hasta el 31 de diciembre de 2025 . 
 el acto él realacer con el participacion , tanto presencial como virtual , de el representante de el corregimiento de victoriano lorenzo , arnulfo arias , belisario frias , jo él domingo espinar y omar torrijo herrero . 
 cheribin indico que él iniciar con el analisis paralir contratacion de uno nuevo empresa que él encargar de el recoleccion de basura en el distrito durante el proximo ano , tras el finalizacion del contrato con revisalud el proximo ano . 
 por otro lado , representante de el junta directivo destacar el principal reto que enfrentar san miguelito , entre él el construccion del teleferico , uno proyecto que buscar generar el desarrollo economico y empleo para el residente del distrito . 
 sin embargo , reconocer que para lograr avance significativo ser necesario solucionar primero el problema relacionado con el recoleccion de desecho y el abastecimiento de agua potable . 
 este miercol él realacer el instalacion de el nuevo junta directivo del concejo municipal de san miguelito para el periodo comprendido desde el 1 de julio al 31 de diciembre de 2025.el representante de rufina alfaro , iir cheribin , asumio como presidente ; y el representante de pic.twitter.com4v0ia98eep",https://www.telemetro.com/politica/alcaldia-san-miguelito-ivan-cheribin-es-el-nuevo-presidente-la-junta-directiva-municipal-n6045510,nacionales,0,positivo,False,sin alerta
Telemetro,coalicion vamos apoyara la candidatura de jorge herrera a la presidencia de la asamblea nacional,2025-07-01,politica,"el diputado que conformar el coalicion   ir   confirmar su respaldo a el candidatura del diputado panamenista jorge herrera como presidente de el asamblea nacional , para este primero legislatura del segundo periodo de sesión ordinario . 
 el anuncio ser realizar por el diputado roberto zuniga , al concluir uno reunion con el bancada durante el manana de este martes 1 de julio . 
 él podriar interesar : asamblea nacional en vivo : instalacion de el nuevo junta directivo y discurso del presidente mulino 
 "" haber ser uno jornada dificil . no ser facil estar en este circunstancia . pero el bancada haber tomar uno decision ( ... ) ese decision dificil yo haber llevar a apoyar el candidatura del diputado jorge herrera a el presidencia de el asamblea . no ser uno alianza , ser uno acuerdo "" , destaco zunigar . 
 el acuerdo que ir haber consolidar responder a cuatro principio : 
 herrera , diputado del circuito 2 - 4 , él enfrentar ante shirley castanedas , del partido realizar meta , por el presidencia del organo legislativo . 
 ir indico que , de alzar él el diputado panamenista con el presidencia , él acompanarir en el junta directivo el diputado eliecer castrellon y eduardo vasquez . 
 bancado ir confirmar su apoyo a el candidatura del diputado del partido panamenistas , jorge herrera , para el presidencia de el asamblea nacional . ""la bancada haber tomar uno decision , no poder permitir que uno profugo de el justicia , que desde colombia él liderir este asamblea , pic.twitter.com4tmlrd2exm",https://www.telemetro.com/politica/coalicion-vamos-apoyara-la-candidatura-jorge-herrera-la-presidencia-la-asamblea-nacional-n6045299,politica,0,positivo,False,sin alerta
Telemetro,partido popular elige delegados para el periodo 2025-2030,2025-01-27,politica,"el partido popular celebro su eleccion interno para designar a 250 delegado distrital y 250 delegado de corregimiento , quien ejercerar su función durante el periodo 2025-2030 . 
 el partido popular ( pppanama ) llevar a cabo su eleccion interno para el escogencia de 250 delegado distrital y 250 de corregimiento para el periodo 2025-2030.un total de 22.155 elector inscrito en el colectivo al 25 de septiembre de 2024 estar habilitado para ejercer pic.twitter.comxmjmgai9oj 
 responsabilidad de el delegado 
 el delegado electo tendrar el tarea de renovar el junta directivo del partido en uno congreso nacional que serar convocado proximamente . 
 el proceso reafirmar el compromiso del partido popular con el democracia interno y el organizacion de cara a el proximo desafio politico del pais .",https://www.telemetro.com/politica/partido-popular-elige-delegados-el-periodo-2025-2030-n6026251,nacionales,0,positivo,False,sin alerta
Telemetro,martin torrijos senala deterioro de la css y pide reformas profundas en el sistema de salud,2024-09-25,politica,"el expresidente martin torrijo él pronuncio sobre el crisis que atravesar el caja de seguro social ( css ) , hacer uno llamado a mejorar el sistema de atencion de salud en el pais , que considerar haber ser afectar por el inaccion de el ultimo tres gobierno . torrijo senalo que el falta de atencion a este tema clave haber ser uno factor determinante en el deterioro de el institucion . 
 contenido relacionado : federación de trabajador presentar propuesta para salvar pensión solidario de el css 
 durante su intervencion , el exmandatario destaco el necesidad de crear nuevo plataforma politica en panama , afirmar que "" el politica tradicional llego a uno limite "" . segun torrijo , el pais requerir de uno vision compartido que buscar uno mayor justicia y equidad . en este contexto , senalo estar en conversación con diverso persona a nivel nacional con el fin de formar uno grupo que promover este nuevo vision politico . 
 a juicio del el expresidente martintorrijo , el mayoria de espacio que dejar otro generación que contribuir en el tema politico , él llenar persona que hoy ser cuestionar por estar vinculado a acto de corrupcion y malo administracion publicar . treporto pic.twitter.comvbvt8yjzub 
 en cuanto a el reciente escandalo de corrupcion , torrijo menciono que el problema del ministerio de obra publica ( mop ) no poder reducir él al robo de viga , sugerir que deber investigar él irregularidad mas profundo . asimismo , expreso su preocupacion por el institucionalizacion de el corrupcion en el administración pasado , y elogio al actual gobierno del presidente jo él raul mulino por enfrentar este reto con valentia . 
 el exmandatario tambien subrayo el importancia de que cualquiera reforma al sistema de el css este acompanada de uno mejora en el atencion medica , el cual describio como deficiente . "" el panameno estar esperar por operación urgente , hacer larga fila , y cuando llegar a el farmacia no haber medicamento "" , indico , resaltar el necesidad de humanizar el sistema de salud . 
 torrijo concluyo afirmar que "" el seguro él tener que arreglar entre todo el panameno "" , recordar que durante su mandato él abordar reforma que lograr estabilizar el css en el pasado , y advirtio que si no él tomar medida ahora , el situacion podrio empeorar en el proximo ano .",https://www.telemetro.com/politica/martin-torrijos-senala-deterioro-la-css-y-pide-reformas-profundas-el-sistema-salud-n6006530,politica,4,negativo,True,alta
