medio,titulo,fecha,categoria_original,texto,url,categoria_predicha,palabras_criticas,sentimiento,es_alerta,nivel_alerta
Telemetro,bernardo silva ficha por el real madrid por dos temporadas,2026-06-17,deportes,"el centrocampista portugues bernardo silva jugarar el dos proxima temporada en el real madrid tras el acuerdo alcanzado con el futbolista , quien llegar al club blanco despu de finalizar su contrato con el manchester city . 
 silva , de 31 ano y quien él encontrar con portugal en el mundial de futbol , estar ligado al real madrid hasta el 30 de junio de 2028 , segun informar el entidad madridista en uno comunicado . 
 ser el segundo fichaje del club blanco para el nuevo campán despues de que el pasado lunes anunciar el incorporacion del lateral izquierdo espanol marc cucurella , procedente del chelsea , por seis temporada . 
 despu de que alguno medio publicar en el ultima semana el supuesto inter del barcelona y el atletico de madrid en hacer él con el servicio de silva , el llegada al banquillo del conjunto madridista del portugues jo él mourinho precipito el negociación para concretar su fichaje . 
 silva , quien cumplirar 32 ano el proximo 10 de agosto , llegar al real madrid despu de militar nueve temporada en el manchester city , con el que jugo 460 partido oficial en el distinto competición , con 76 gol y 75 asistencia . 
 bajo el orden del tecnico espanol pep guardiopla , ser uno de su baluart del club ingl , con el que conquisto 19 titulo , entre él , uno liga de campeón , uno mundial de club , uno supercopa de europa y seis premier league . 
 antes de jugar en inglaterra , estar tres temporada en el monaco y uno en el benfica , club en el que él formo . 
 con el seleccion portugués , haber ser 109 vez internacional , con catorce gol , cifra que podriar aumentar este miercol con el estreno de su combinado nacional en el mundial de estados unidos , mexico y canado , que suponer su tercer campeonato . 
 el palmar del centrocampista lisboeto con el seleccion incluir dos liga de nación , en 2019 , donde ser elegir mejor jugador del torneo , y en 2025 . 
 portugal ser campeona de europa en 2016 , pero silva no participo en el torneo debido a uno lesion muscular , él que , segun el futbolista , suponer el peor momento de su carrera deportivo . 
 tras el incorporación de silva y cucurella , él esperar en el proximo dia el confirmacion de el fichaje del central franz ibrahimo konate , quien llegariar libre del liverpool , y del lateral neerland denzel dumfries , quien tener contrato con el inter de milan hasta 2028 . 
 konate y dumfri ser compromiso que adopto el presidente del real madrid , florentino perez , durante el campana de el elección que acabar ganar el pasado dia 7 . 
 fuente : efe",https://www.telemetro.com/deportes/bernardo-silva-ficha-el-real-madrid-dos-temporadas-n6082427,nacionales,0,positivo,False,sin alerta
Telemetro,en vivo  resultados del sorteo miercolito de la loteria nacional este 17 de junio del 2026,2026-06-17,entretenimiento,"seguir el minuto a minuto de el loteria nacional de panama . conocer el resultado del sorteo miercolito   correspondiente al 17 de junio del 2026 . 
 primero premio : 1278 
 letra : cdba 
 serie : 7 
 folio : 4 
 segundo premio : 0801 
 tercer premio : 2006 
 el ultimo cifra del tercero . él completar este tercer premio 
 tercer premio completo : 6 
 venir el decena ganador de este tercer premio del sorteo miercolito del 17 de junio . 
 numero : 0 
 él encender el emocion en el persona en el ultimo premio , pero no menos importante 
 el segundo cifra de este tercer premio del sorteo miercolito del 17 de junio : 0 
 el ultimo premio de este sorteo miercolito del 17 de junio , pero no menos importante . 
 el primero cifra ser el : 2 
 ser momento de conocer el ultimo numero del segundo premio : 
 numero : 1 
 segundo premio completo : 0801 
 ser momento de conocer el siguiente numero del segundo premio : 
 numero : 0 
 el segundo cifra de este segundo premio de este sorteo de el loteria nacional de panama : 
 numero : 8 
 arrancar el segundo premio y el primero numero ser el : 0 
 avanzar el sorteo miercolito y ser momento de conocer el serie y el folio : 
 el numero 8 - letra b gano ? 
 premio completo : 1278 - letra : cdab 
 numero : 7 - letra : a 
 el primero premio del sorteo miercolito del 17 de junio avanza y salir : 
 numero : 2 - letra : d 
 sin mas demora , ya él tener el primero numero del primero premio de este sorteo : 
 numero : 1 - letra : c 
 poder ver el nota en : loterio transmitirar su sorteo por instagram este miercol 17 de junio 
 piramidir completo : piramidir de chakatin : este ser el numero de el piramide del miercolito del 17 de junio de 2026 
 chakatin revelo que el numero de el piramide ser : 9 - 3 - 4 - 7 . 
 el numero favorito de chakatin ser : 57 - 75 - 01 - 42 - 37 . 
 desde el 3:00 p.m . , comenzar el esfera de metal a girar con cada uno de el balota correspondiente al 17 de junio del 2026 .",https://www.telemetro.com/entretenimiento/en-vivo-resultados-del-sorteo-miercolito-la-loteria-nacional-este-17-junio-del-2026-n6082404,otro,0,positivo,False,sin alerta
Telemetro,video  sorteo miercolito de la loteria nacional de panama del 17 de junio del 2026,2026-06-17,entretenimiento,"el loteria nacional de panama   realizar este 17 de junio , el sorteo miercolito   con premio incentivo para quien ser el afortunado en ganar . 
 contenido relacionado : en vivo   resultado del sorteo miercolito de el loteria nacional este 17 de junio del 2026",https://www.telemetro.com/entretenimiento/video-sorteo-miercolito-la-loteria-nacional-panama-del-17-junio-del-2026-n6082420,nacionales,0,positivo,False,sin alerta
Telemetro,en el amor y el futbol todo se vale: kayra harding apuesta por panama ante ghana,2026-06-17,entretenimiento,"a poco hora del esperado encuentro entre panama y ghán , el exdiputado   kayra harding   compartio en su red social mensaje de apoyo a el seleccion nacional , demostrar que respaldar a el marea rojo en su debut mundialista . 
 el situacion haber llamar el atencion debido a que harding este casado con el principe de ghana anthony bart appiah , por él que el partido enfrentar a el dos nación que ocupar uno lugar especial en su vida . 
 él poder interesar : mundial 2026   panamar vs . ghanar : donde seguir en vivo el partido de este miercol 
 sin embargo , el exdiputada no dejar espacio para duda y mostro publicamentir su apoyo a panama , pais que él ver nacer y donde haber desarrollar su trayectoria publicar . 
 el publicación generar reacción entre su seguidor , quien tomar con humor el particular "" duelo familiar "" que él vivir en su hogar por el choque mundialista . 
 mientras ghanar buscar dar el sorpresa en el grupo l , kayra harding ya eligio equipo . al menos por 90 minuto , el corazon no este dividido y su respaldo sero para panama . 
 porque si algo haber demostrar el mundial , ser que cuando rodar el balon , incluso el historia de amor internacional quedar en segundo plano .",https://www.telemetro.com/entretenimiento/en-el-amor-y-el-futbol-todo-se-vale-kayra-harding-apuesta-panama-ghana-n6082454,nacionales,0,positivo,False,sin alerta
Telemetro,loteria nacional de panama online y tv: cuando y donde ver los resultados del sorteo miercolito,2026-06-17,entretenimiento,"el loteria nacional de panama   realizar el sorteo miercolito el proximo miercol 17 de junio del 2026 . 
 contenido relacionado : loterio transmitirar su sorteo por instagram este miercol 17 de junio 
 el sorteo de el lnbpma de este miercol 17 de junio sero transmitido en directo por el cuenta de instagram de el institucion , a el 3:00 p.m .. el medida obedecer a cierre de oficina publica desde el 2:00 p.m . , por el primero partuido de el seleccion nacional en el copa pic.twitter.comwktv7sy4i6 
 el sorteo de el loteria nacional de beneficencia ( lnb ) de este miercol 17 de junio sero transmitido en directo a trav de el cuenta oficial de instagram ( lnbpma ) de el institucion , a el 3:00 p.m . 
 el sorteo miercolito del 17 de junio , él poder ver a trav de telemetro a nivel nacional , por medio de el plataforma digital en medcom go y telemetro en directo .",https://www.telemetro.com/entretenimiento/loteria-nacional-panama-online-y-tv-cuando-y-donde-ver-los-resultados-del-sorteo-miercolito-n6082390,nacionales,0,positivo,False,sin alerta
La Prensa,yireinki anota in extremis y le quita a panama su primer punto mundialista,2026-06-17,deportes,"el esperar termino . panamar volvio a pisar el escenario mas grande del futbol mundial este miercol al enfrentar a ghana en el toronto stadium , en el arranque del grupo l de el copa mundial de el fifa 2026 , marcar as ...",https://www.prensa.com/deportes/minuto-a-minuto-panama-vs-ghana/,nacionales,0,negativo,False,sin alerta
La Prensa,gobierno extiende por seis meses el control de precios del agua embotellada en azuero,2026-06-17,otro,"el organo ejecutivo prorrogo por seis mes adicional el precio tope de venta al por menor del agua embotellado en el provincia de herrera y el santos , uno medida que buscar garantizar el acceso de el poblacion a ...",https://www.prensa.com/sociedad/gobierno-extiende-por-seis-meses-el-control-de-precios-del-agua-embotellada-en-azuero/,politica,0,negativo,False,sin alerta
La Prensa,portugal tropieza en su debut mundialista con un empate 1-1 ante congo,2026-06-17,deportes,"el seleccion de portugal comenzo este miercol su camino mundialista con uno gris tropiezo contra el de republica democratico de congo ( 1-1 ) en el nrg stadium de houston , en el que él derritio tras adelantar él a el s ...",https://www.prensa.com/deportes/portugal-tropieza-en-su-debut-mundialista-con-un-empate-1-1-ante-congo-en-el-mundial-2026/,nacionales,0,negativo,False,sin alerta
La Prensa,"kane, bellingham y rashford acaban con la resistencia croata",2026-06-17,deportes,"dos gol de harry kane , uno de jude bellingham y otro de marcu rashford , en el tramo final , acabar con el resistencia de uno meritorio seleccion croata que igualo en dos ocasión el desventaja , pero claudico vict ...",https://www.prensa.com/deportes/kane-bellingham-y-rashford-acaban-con-la-resistencia-croata/,nacionales,0,positivo,False,sin alerta
La Prensa,toy story 5 es la pelicula mas traumatica del ano... para los padres: la critica de la bbc,2026-06-17,otro,nichola barber - bbc culture ...,https://www.prensa.com/bbc/toy-story-5-es-la-pelicula-mas-traumatica-del-ano-para-los-padres-la-critica-de-la-bbc/,politica,0,negativo,False,sin alerta
La Prensa,congresistas temen injerencia de casa blanca en la campana electoral de colombia,2026-06-17,mundo,el congresista democrata jesus chuy garcia encabezo uno carta firmado por 11 legislador estadounidense y publicado este miercol en el que expresar preocupacion por uno supuesto injerencia politico de alto funcio ...,https://www.prensa.com/mundo/congresistas-temen-injerencia-de-casa-blanca-en-la-campana-electoral-de-colombia/,politica,0,negativo,False,sin alerta
La Prensa,panama define su once titular para el historico debut mundialista ante ghana,2026-06-17,deportes,el federacion panamena de futbol ( fepafut ) haber hacer oficial el alineacion de el seleccion de panama para su primero compromiso en el copa del mundo frente a el escuadra de ghana ....,https://www.prensa.com/deportes/panama-define-su-once-titular-para-el-historico-debut-mundialista-ante-ghana/,nacionales,0,positivo,False,sin alerta
La Prensa,"unachi:  profesores y administrativos reciben el pago de esta quincena, pero el alivio es momentaneo",2026-06-17,politica,"tras varios jornada de preocupacion e incertidumbre , el mas de 2.000 docente y trabajador administrativo de el universidad autonomo de chiriqui ( unachi ) recibir este miercol , 17 de junio de 2026 , el pago co ...",https://www.prensa.com/politica/unachi-profesores-y-administrativos-reciben-el-pago-de-esta-quincena-pero-el-alivio-es-momentaneo/,nacionales,0,positivo,False,sin alerta
La Prensa,el fbi dice que frustro un plan para atacar la casa blanca con francotiradores y drones el dia del cumpleanos de trump,2026-06-17,mundo,ana faguy - washington ...,https://www.prensa.com/mundo/el-fbi-dice-que-frustro-un-plan-para-atacar-la-casa-blanca-con-francotiradores-y-drones-el-dia-del-cumpleanos-de-trump/,politica,0,negativo,False,sin alerta
La Prensa,cuales son los puntos clave del acuerdo alcanzado entre eu e iran para poner fin a la guerra y reabrir el estrecho de ormuz,2026-06-17,mundo,redaccion - bbc news mundo ...,https://www.prensa.com/mundo/cuales-son-los-puntos-clave-del-acuerdo-alcanzado-entre-eu-e-iran-para-poner-fin-a-la-guerra-y-reabrir-el-estrecho-de-ormuz/,nacionales,0,neutral,False,sin alerta
La Prensa,exalcalde fabrega defiende el mercado de chilibre y responde a los cuestionamientos del contralor,2026-06-17,politica,"el polemico exalcalde perredista del distrito de panama , jose luis fabrega , rompio el silencio y salio al paso de el declaración formulado por el contralor , anel flores , en torno al proyecto del mercado periferico ...",https://www.prensa.com/politica/exalcalde-fabrega-defiende-el-mercado-de-chilibre-y-responde-a-los-cuestionamientos-del-contralor/,nacionales,0,positivo,False,sin alerta
La Prensa,se violo la ley: crecen las criticas por traslado de reos a coiba,2026-06-17,politica,"a medida que él conocer mas detalle sobre el traslado de 29 privado de libertad al parque nacional coibir , entre especialista en derecho ambiental y conservacion comenzar a aflorar dos inquietud que trascender e ...",https://www.prensa.com/politica/se-violo-la-ley-crecen-las-criticas-por-traslado-de-reos-a-coiba/,politica,0,negativo,False,sin alerta
La Prensa,"video  ataques, perfiles falsos e ia: los hallazgos de taladores digitales",2026-06-17,politica,"el investigacion talador digital : el campana oculto detra del debate sobre el mina en panama , revelo el existencia de uno estructura coordinado de hostigamiento digital contra persona y organización que coser ...",https://www.prensa.com/politica/video-ataques-perfiles-falsos-e-ia-los-hallazgos-de-taladores-digitales/,politica,0,negativo,False,sin alerta
La Prensa,"cepanim: jubilados siguen retirando sus certificados, muchos con su sueter de la sele",2026-06-17,economia,"el entrega de certificado de pago negociable por inter por mora ( cepanim ) , continuar este miercol , en el tercero jornada masivo organizado por el ministerio de economia y finanza ( mef ) , donde mucho haber asistir ...",https://www.prensa.com/economia/cepanim-jubilados-siguen-retirando-sus-certificados-muchos-con-su-sueter-de-la-sele/,politica,0,negativo,False,sin alerta
La Prensa,asep: alzas en facturas de luz se deben a mayor consumo por ola de calor y no a un aumento de tarifas,2026-06-17,economia,el reciente incremento reflejado en el recibo de energia electrico de el cliente residencial corresponder a uno aumento en el consumo energetico debido a el ola de calor y no a uno modificacion en el cargo ...,https://www.prensa.com/economia/asep-alzas-en-facturas-de-luz-se-deben-a-mayor-consumo-y-no-a-un-aumento-de-tarifas/,nacionales,0,negativo,False,sin alerta
La Prensa,ejecutivo impulsa cambios a la ley del servicio de electricidad,2026-06-17,economia,"el consejo de gabinete aprobo este martes 16 de junio presentar uno iniciativa ante el asamblea nacional para modificar el ley que regular el servicio publico de electricidad , que incluir , entre otro aspecto , el rec ...",https://www.prensa.com/economia/ejecutivo-impulsa-cambios-a-la-ley-del-servicio-de-electricidad/,politica,0,positivo,False,sin alerta
TVN,mundial 2026 resultado austria se impone a jordania y arranca con firmeza en el grupo j,2026-06-16,deportes,"estados unidosla seleccion de austria derroto por 3-1 a el debutante jordania en el ultimo partido de el jornada del mundial 2026 , este martes en santa claro , mucho cerca de san francisco . 
 el europeo él imponer con tanto de romano schmid ( 20 ' ) , uno autogol de yazan al-arab ( 76 ' ) y uno penal convertido por el veterano marko arnautovic ( 9012 ' ) , mientras que por el jordano desconto ali olwan ( 50 ' ) . 
 con este victoria , austria igualar a argentina en él alto de el clasificacion del grupo j , luego de que él albicelestir , en el inicio de su intento de reconquistar el titulo logrado hacer cuatro ano en catar , derrotase por 3-0 a argelia con uno triplete de lionel messi . 
 romano schmid abrio el marcador en el minuto 20 con uno misil a el escuadra del guardameta jordano yazeed abulaila , aunque el asiatico lograr el empate gracias a ali olwan . 
 austriar recuperar el ventaja gracias a uno gol en propio puerta del defensa central jordano yazar al-arab , antes de sentenciar el partido en el tiempo anadido con uno penal transformado por marko arnautovic . 
 el combinado dirigido por el experimentado ralf rangnick regresar a el maxima justo mundialista por primero vez desde francia 1998 , romper uno sequia de 28 ano . austria clasifico con autoridad tras liderar el grupo h de el eliminatoria de el uefa y llegar en uno gran estado de forma , acumular uno racha de tres victoria consecutivo y cinco partido invicta . 
 el seleccion de jordania , comandado por el tecnico jamal sellami , este hacer historia puro en este edicion al concretar el primero participacion de su vida en uno mundial , tras uno brillante subcampeonato en el copa asiatico y uno solida eliminatorio en el afc .",https://www.tvn-2.com/tvmax/copa-mundial-fifa-2026/en-vivo-mundial-2026-austria-vs-jordania-resultado-partido-grupo-j-fifa-minuto-a-minuto_6_2246469.html,nacionales,0,positivo,False,sin alerta
TVN,"mundial 2026 resultado argentina, con un messi fenomenal, somete a argelia",2026-06-16,deportes,"estado unidosen uno noche para agigantar su leyenda , lionel messi anoto este martes tres tanto en el triunfo de argentina 3-0 ante argelia en su debut en el mundial 2026 , con el que igualo el record goleador historico del torneo . 
 el capitan albicelestir llego a 16 tanto , empatar el marca del aleman miroslav klose , el mismo diar en que él convirtio en el primero futbolista en jugar en seis mundial , uno record al que él poder sumar el miercoles el portugu cristiano ronaldo . 
 veinte ano despu de debutar en alemania 2006 , messi firmo su primero triplete en uno copa del mundo para disparar el ilusion de el hinchada albicelestir en revalidar el corona de catar 2022 . 
 "" ser uno honor "" , decir tras el juego el actual estrella del inter miami antes de relativizar el valor de el cifra individual . 
 "" al final ser estadistico y nada ma "" , decir despu de haber adelantar de uno tacada al brasileno ronaldo ( 15 gol ) y al franz kylian mbappe ( 14 ) , que tambien firmo uno doblete el martes ante senegal . 
 "" ser uno honor estar ahi por él que significar estar al lado de klose o el que estar , este ronaldo tambien ahi , pero creer que no significar nada . mbappe tambien que hacer hoy dos "" , decir el diez . 
 aun acostumbrado a su milagro , mucho de el mas de 65000 aficionado argentino del estadio arrowhead , el mas ruidoso del mundo , él frotar el ojo ante el gesta de uno jugador que este a ocho dia de cumplir 39 ano . 
 companero y entrenador él uniar a el hinchada en el gratitud eterno a su capitar , que llegar a 200 partido y 120 gol con el casaca argentino . 
 "" sin palabra que ir a decir , él que decir yo este de mas , ser increible "" , declaro el seleccionador lionel scaloni . 
 "" él venir hacer hacer 20 ano . mas alla del resultado haber que disfrutar él porque él que transmitir a todo el mundo ser increible "" , él reconocio . 
 "" ya no haber palabra para describir "" , él que hacer messi en uno cancha , decir el mediocampista alexis mac allister . "" si alguien pensar que este grupo ser mejor sin leo hoy quedar claro que leo ser el mas importante de todo "" . 
 cuatro ano despu de catar , el que él creer que ser su apoteosico despedida mundialista , messi arranco su ultimo tango en uno noche lleno de sentimiento encontrado . 
 el emocion en el grada de kansas city , de completo color celeste y blanco , él desbordo desde el himno nacional cantado a pleno pulmon por su capitar . 
 en solo cuatro minuto ya habio perforado el red argelino pero el tanto no subio al marcador por uno ligero fuera de juego . 
 solo cuatro minuto despues , el var rescato a argentina al invalidar uno gol de far chaibi , que habiar superado en uno mano a mano a emiliano "" dibu "" martinez . 
 durante el revision de el imagen aparecio en kansas city el fantasma de el derrota albicelestir en el debut de catar ante arabia saudito . 
 pero el gol bajo del marcador y el susto dejo paso al extasis cuando rodriguir de paul , desde el circulo central , filtrar uno pelota a messi para que él acomodar el pelota a el zurda y lanzar uno trallazo al angulo desde fuera del area . 
 aunque el presión y trauma él quedar en catar , al propio messi él brotar el lagrima al anotar en el minuto 17 el primero gol de uno torneo que llegar a creer que no jugario . 
 el celebracion hacer retumbar el tribuna del estadio , donde en 2014 él batio el record de decibelio en uno evento deportivo durante uno juego de el kansas city chiefs de el nfl . 
 tras el descanso argentino mantener el control del juego . todo el atencion de el noche él centro en cuanta mas historia escribirio messi . 
 y a el medio hora él encontrar con uno regalo de zidane , que no poder atrapar uno disparo lejano de mac allister . messi , siempre el mas listo de el clase , anticipo el error y anoto a placer su segundo gol de el noche . 
 solo él quedar uno para encaramar él a el cima junto al retirado k él él y ni zidane , que él desver uno envenenado disparo , ni el arbitro polaco szymon marciniak , que él nego a conceder él uno penal , él él ir a impedir . 
 el delirio en el arrowhead stadium llego en el minuto 77 cuando messi culminar el hat trick con otro quirurgico remate en el balcon del area , antes de retirar él en medio de uno arolladora ovacion . 
 atrapado klose , el genio de rosario tendrar el oportunidad de hacer él con el trono en solitario en el proximo duelo ante austria y jordania por el grupo j.",https://www.tvn-2.com/tvmax/copa-mundial-fifa-2026/en-vivo-mundial-2026-argentina-vs-argelia-resultado-fifa-grupo-j-minuto-a-minuto_6_2246412.html,nacionales,0,positivo,False,sin alerta
Telemetro,mef explica a beneficiarios del cepanim proceso para retirar su certificado,2026-06-16,otro,"án matilde amado , subsecretaria general del ministerio de economia y finanza ( mef ) explico que el beneficiario del cepanim poder ingresar a el plataforma en el que él registrar para conocer el fecha de su cita para recibir el certificado . tambien recibiran uno correo electronico . adema , reiterar que el cepanim ser uno documento negociable que él poder transferir , este exento del pago de impuesto y no poder ser objeto de embargo .",https://www.telemetro.com/entrevistas/nacionales/mef-explica-beneficiarios-del-cepanim-proceso-retirar-su-certificado-n6082299,politica,0,positivo,False,sin alerta
La Prensa,loteria fiscal: dgi anuncia fechas del proximo sorteo a nivel nacional y habilita nuevos puntos de urnas,2026-06-16,economia,"el segundo sorteo regional de el loteria fiscal él realizar el dia 18 , 20 , 25 y 27 de agosto , en diferente región del pais , repartir uno total global de 440 mil en premio , informo el direccion general de ing ...",https://www.prensa.com/economia/loteria-fiscal-dgi-anuncia-fechas-del-proximo-sorteo-a-nivel-nacional-y-habilita-nuevos-puntos-de-urnas/,nacionales,0,positivo,False,sin alerta
Telemetro,muere joven durante salto de puentismo en brasil por presunta negligencia,2026-06-15,mundo,"uno joven de 21 ano perdio el vida este sabado 13 de junio durante uno actividad de puentismo en el municipio de limeira , en el estado   de sao paulo , en   brasil   luego de que ser lanzar al vacio sin contar con el equipo de seguridad correctamente instalado . 
 de acuerdo con informacion de el policia militar , el accidente ocurrio alrededor de el 10:00 de el manana en el conocido ruta turistico de el ponte do esqueleto , uno lugar frecuentado por aficionado a el deporte extremo y actividad de aventura . 
 poder leer : tragedia en brasil : fallecer gaspi y oliver tree tras choque de helicoptero 
 el sitio contar con uno viaducto situado a uno altura de entre 30 y 35 metro , utilizado habitualmente para el practica de disciplina como el bungee jump y el rope jump . 
 el investigación preliminar indicar que el responsable de el actividad no realizar el correcta fijacion de el arnés y cable de seguridad antes del salto . como consecuencia , el mujer ser lanzar al vacio sin ningun tipo de proteccion , sufrir multipl traumatismo que él provocar el muerte . 
 el victima ser identificar por medio brasileno como maria eduardo rodrigu de freita , de 21 ano . 
 el dramatico momento quedo registrado en uno video que rapidamente él viralacer en red social . en el imagen él escuchar el desesperacion de quien presenciar el actividad al percatar él de que el joven habia ser lanzar sin estar asegurado . 
 tras el accidente , varios persona descender para auxiliar a el victima e iniciar maniobra de reanimacion cardiopulmonar . sin embargo , cuando llegar el equipo de emergencia , el medico solo poder confirmar su fallecimiento debido a el gravedad de el lesión sufrido por el caida . 
 el policia militar informo que seis persona ser trasladar a uno comisaria para rendir declaracion sobre él ocurrido . de él , tres permanecer detenida mientras avanzar el investigación para determinar el responsabilidad en el caso . 
 fuente : efe",https://www.telemetro.com/internacionales/muere-joven-salto-puentismo-brasil-presunta-negligencia-n6082174,politica,3,negativo,True,alta
Telemetro,tragedia en brasil: fallecen gaspi y oliver tree tras choque de helicopteros,2026-06-15,mundo,"el mundo del entretenimiento y el red social él encontrar de luto tras el muerte del youtuber argentino gaspar prim diaz , conocido como gaspi , y del cantante estadounidense oliver tree , quien fallecer en uno accidente aereo registrado en rio de janeiro , brasil . 
 segun report de el autoridad brasilena , dos helicoptero colisionar en pleno vuelo durante el manana del domingo 14 de junio . el impacto provoco que uno de el aeronave caer sobre uno estacionamiento en el sector de recreio dos bandeirant , donde él producir uno explosion e incendio que consumio varios vehiculo . 
 el accidente dejar uno saldo de seis persona fallecido . entre el victima él encontrar gaspi , de 23 ano , reconocido por su contenido humoristico y entrevista callejero en youtube , y oliver tree , artista estadounidense que gozar de gran popularidad internacional gracias a exito como "" lifir goes on "" , "" miss you "" y "" alien boy "" . 
 tambien perder el vida el director audiovisual argentino luca vignale , uno productor musical brasileno y el piloto de el aeronave involucrado . el autoridad continuan investigar el circunstancia que provocar el colision . 
 el noticia genero uno ola de reacción en red social , donde seguidor , creador de contenido y figura del entretenimiento expresar su pesar por el repentino partida de ambos artista . 
 "" accidente aereo"":porque asi ser el momento donde chocar loa dos helicoptero . informar que fallecer el youtuber gaspi y al cantante oliver tree.pic.twitter.com63b1fxjslc",https://www.telemetro.com/internacionales/tragedia-brasil-fallecen-gaspi-y-oliver-tree-choque-helicopteros-n6082168,nacionales,3,negativo,True,alta
Telemetro,arnulfo arias y victoriano lorenzo disputaran la gran final de la copa kiwanis metropolitana,2026-06-15,deportes,"ya estar definido el protagonista de el gran final de el copa kiwanis metropolitano . tras superar con autoridad su respectivo serie semifinal , arnulfo arias y victoriano lorenzo él enfrentar por el titulo del torneo en uno esperado duelo que reunirar a dos de el equipo mas destacado de el competencia . 
 arnulfo arias asegurar su clasificacion luego de imponer él 8-1 sobre jose domingo espinar en el partido de vuelta , completar uno marcador global de 12-2 tras su victoria de 4-1 en el ida . 
 el copa kiwanis metropolitano él disputar el proximo domingo 28 de junio . 
 por su parte , victoriano lorenzo sello su pase a el final al derrotar 6-3 a belisario frias , cerrar el serie con uno global de 9-4 luego de haber ganar 3-1 en el primero encuentro . 
 ambos conjunto demostrar regularidad , poder ofensivo y solidez a él largo de el fase eliminatorio , merito que él permitir llegar a el instancia decisivo con el ilusion de levantar el trofeo de campeon . 
 el gran final de el copa kiwanis metropolitano él disputar el proximo domingo 28 de junio en el yappy park , escenario que albergar el ultimo capitulo del campeonato y donde él conocerar al nuevo monarca del futbol juvenil metropolitano . el encuentro prometer reunir a familiar , entrenador y aficionado para disfrutar de uno jornada cargado de emocion y talento sobre el terreno de juego . 
 arnulfo arias y victoriano lorenzo él enfrentar por el titulo .",https://www.telemetro.com/deportes/arnulfo-arias-y-victoriano-lorenzo-disputaran-la-gran-final-la-copa-kiwanis-metropolitana-n6082190,nacionales,0,positivo,False,sin alerta
Telemetro,marc cucurella se convierte en nuevo jugador del real madrid,2026-06-15,deportes,"el real madrid anuncio este lunes que el lateral izquierdo espanol marc cucurella jugaro en el equipo blanco el proxima seis temporada al haber alcanzar uno acuerdo con el chelsea ingl , donde haber jugar el ultima cuatro campana . 
 el club madridista dar a conocer a trav de uno comunicado el traspaso de cucurrella , de 27 ano y quien él encontrar en estados unido con el seleccion espanola para disputar el mundial de futbol de estados unidos , mexico y canado . 
 despu de que él hacer oficial el regreso del portugues jo él mourinho al banquillo del conjunto blanco despu de trece temporada de su primero etapa , cucurella ser el primero fichaje confirmado para reforzar el plantilla . 
 el presidente del club , florentino perez , tambien garantizo durante el campana electoral el incorporación del central franz ibrahimo konate , quien llegariar libre del liverpool , y del lateral neerland denzel dumfries , quien tener contrato con el inter de milan hasta 2028 . 
 a ese nombre él unir el del portugues bernardo silva , quien tambien haber terminar contrato con el manchester city , y que estariar en el orbita del real madrid tras el llegada de mourinho . 
 perez anuncio , adema , antes de el elección ganado el pasado dia 7 que tratario de fichar a uno superestrella por 150 millón de euros , aunque el oferta hecho por el delantero argentino del atletico de madrid julian alvarez ser rechazar por el conjunto rojiblanco . 
 en su comunicado , el real madrid no haber concretar el cantidad pagado por cucurella , que , segun alguno medio , él cifrariar entre 50 y 60 millón de euros . 
 el defensa catalan , nacido en alella ( barcelona ) , tenia contrato con el conjunto ingl hasta el 30 de junio de 2029 . 
 con el equipo londinense , cucurella haber disputar 163 partido , con nueve gol y trece asistencia , y haber ganar el mundial de club del pasado ano y uno liga conferencio . 
 bienvenido , cucurella3 ! pic.twitter.compka5f2tsnt 
 fuente : efe",https://www.telemetro.com/deportes/marc-cucurella-se-convierte-nuevo-jugador-del-real-madrid-n6082176,nacionales,0,positivo,False,sin alerta
